Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDE57,OUT046,2102.0073454568155
NCN18,OUT046,1741.9510746409692
NCQ05,OUT018,2409.8383356731456
FDW47,OUT035,1981.3714109698317
FDV46,OUT035,2074.6090116615665
NCP29,OUT045,1046.228332330938
FDE09,OUT018,1698.4902223536844
NCU06,OUT027,5839.033547965494
FDT19,OUT010,417.32049778169943
DRF15,OUT017,2503.4396136714968
DRI51,OUT013,2743.2778420003174
NCX54,OUT013,1647.3375660401734
DRE01,OUT013,3789.564751348231
NCB07,OUT045,3007.1477324222883
FDU50,OUT035,1901.414014410953
FDG40,OUT035,596.4025332756622
FDW10,OUT018,2727.2120196753494
FDX51,OUT013,3071.3665157301953
NCP17,OUT045,1046.588878263627
FDP21,OUT035,3103.1622164512646
FDL04,OUT045,1645.6029563162033
FDV23,OUT013,2014.6879932696831
FDF24,OUT046,1325.046619504604
FDH56,OUT027,2939.316009026377
FDB51,OUT049,995.0350835926027
FDI58,OUT027,2829.728879875428
FDR20,OUT013,832.5643820064438
FDC51,OUT018,2000.7801928177616
FDB16,OUT027,2512.3212789489007
FDE40,OUT049,981.6581651751392
NCM17,OUT035,629.727919534924
FDU56,OUT035,3098.0657073181537
FDS32,OUT019,286.6905476899537
FDX02,OUT049,3733.7162632664213
FDT39,OUT027,4080.3898476229792
FDE35,OUT017,878.2215102458342
NCI42,OUT019,564.3508345372765
DRL23,OUT046,1647.0061093600746
FDA10,OUT046,2042.4153389274375
FDA11,OUT013,1525.8972788718718
NCM06,OUT046,2472.5772824988603
NCT05,OUT035,4126.144402426254
NCQ02,OUT010,495.53079736180115
NCY06,OUT049,2060.4149243212973
FDY56,OUT035,3789.866754358829
FDL02,OUT035,1647.673520087962
NCI06,OUT035,2903.5161081734273
FDQ14,OUT045,2473.2268547440103
FDQ12,OUT017,3802.987194698888
FDP36,OUT046,793.411206891465
FDK21,OUT027,5840.855117928703
FDO40,OUT045,2520.3506043420084
NCK54,OUT019,274.54120714949386
FDY09,OUT018,2812.722281187361
NCW30,OUT049,4116.438955295487
NCC55,OUT027,997.4610509825833
FDE58,OUT018,1879.5460942748114
FDR39,OUT013,3040.417717526794
FDU28,OUT049,3075.3776283629863
FDH08,OUT017,3807.3049981513877
FDG35,OUT045,2832.6629570473997
FDG22,OUT049,625.3835346431305
FDC34,OUT035,2595.689345370627
FDP15,OUT018,3783.2350023529752
FDK34,OUT010,568.8210458092151
FDU45,OUT035,1920.0359628282254
FDQ04,OUT027,1007.247491159473
FDX22,OUT018,3373.5797961088933
FDB45,OUT017,1645.1352844713101
NCH43,OUT027,5839.033547965494
DRE60,OUT046,3675.5912427034054
FDD17,OUT027,5840.855117928703
NCM54,OUT017,2017.7528039606673
NCH55,OUT013,2045.6914845547622
NCT06,OUT017,2620.265829163787
FDA48,OUT027,5840.445008966415
FDY58,OUT027,5840.855117928703
FDO25,OUT045,3633.3936066163574
FDN50,OUT045,1507.5727783255977
FDH35,OUT035,2616.671594528014
FDK09,OUT045,3738.9085493036955
FDO16,OUT013,1415.5637824889764
FDW11,OUT045,1054.3265032767165
FDU47,OUT027,3009.9499280908285
NCQ42,OUT010,277.6868503397376
FDK55,OUT027,2670.7176191794033
FDN08,OUT049,1941.9957447580603
FDT57,OUT045,3919.923504015947
FDJ12,OUT018,3342.233115474016
DRL59,OUT017,790.0183394520226
NCN53,OUT046,633.2214282229069
FDO51,OUT010,131.48026469528463
FDK56,OUT017,3112.8927784630196
FDY12,OUT035,820.242020532059
FDU15,OUT035,596.0890895509231
FDQ19,OUT046,4001.8802202522247
DRF15,OUT045,2528.920214929911
DRE25,OUT019,234.90333358811313
FDK57,OUT018,1911.1570925681358
FDD33,OUT010,568.8636713351582
FDR34,OUT027,5840.855117928703
FDU04,OUT045,2034.1127737750398
FDE35,OUT019,131.6230071893593
NCD31,OUT035,2652.340023676614
FDJ56,OUT035,1615.1498059032324
NCU53,OUT046,2570.551364751846
FDD39,OUT035,3633.145987429505
NCU17,OUT019,249.60972363445487
FDJ20,OUT046,2031.380381659512
NCW41,OUT018,2510.88196446879
FDL52,OUT035,608.3397415281529
FDS39,OUT035,2083.0563602434872
DRJ47,OUT045,2820.5540454821694
FDP13,OUT010,131.48026469528463
DRK39,OUT010,189.09560140122616
FDF28,OUT010,273.59150042223087
FDB09,OUT045,2000.7011497415615
FDM51,OUT046,1573.9099204640847
DRM49,OUT018,709.8848757579653
DRF23,OUT013,2826.3991536485582
DRH01,OUT035,2843.511511646378
FDH12,OUT027,2886.3662647683745
FDA28,OUT019,280.5679977844806
FDW37,OUT018,1373.8319186394895
FDF02,OUT046,1646.9320945616273
DRL37,OUT046,663.3141864038598
NCF43,OUT046,2089.6978009711524
FDH08,OUT010,568.8467790212386
FDR34,OUT019,570.9012475372072
NCK19,OUT049,3121.931591080714
NCD55,OUT018,615.0094321169676
FDT27,OUT049,3771.978993229306
FDQ57,OUT045,2478.031410431943
FDA47,OUT035,2598.4780912946453
DRG15,OUT027,1404.1350631591256
FDE05,OUT018,2405.064965483678
FDN46,OUT046,1635.4819509402316
FDX27,OUT027,2788.447924982358
FDT51,OUT045,1734.2979719970922
FDU33,OUT013,737.1251214262212
FDJ16,OUT027,1309.3519587544315
FDD20,OUT019,278.79301173402115
FDT36,OUT049,625.3039600522333
DRF15,OUT027,4063.683887154253
FDN52,OUT010,201.84499320241423
FDC22,OUT027,5715.542696944801
FDX15,OUT045,2606.8552975256976
FDT13,OUT013,3087.9174517295323
FDU04,OUT017,2030.607586761674
FDU31,OUT019,570.51871756006
FDW59,OUT027,2498.2607350748362
NCO29,OUT046,2598.191030943737
FDL15,OUT035,2528.796701195368
FDI41,OUT049,2503.8345374535043
FDQ48,OUT049,1565.6298743033142
DRI39,OUT013,1033.4168311738053
FDI08,OUT013,4033.637796327658
FDC21,OUT049,1709.3301640802204
FDF58,OUT035,1011.8558686236343
FDS08,OUT010,425.884172594286
FDE47,OUT045,2011.7701546396204
NCP18,OUT019,370.05497325097633
NCR41,OUT013,1544.8030232908175
FDA27,OUT013,4056.381574547987
FDA43,OUT035,3096.4408356243075
FDA49,OUT045,1358.026155260198
NCE55,OUT018,2811.344700032793
DRM49,OUT027,1079.7723906689434
FDF22,OUT027,5840.855117928703
FDQ15,OUT018,1297.9718386049706
NCS54,OUT017,2879.555477600009
NCY05,OUT013,691.9091279996651
FDR45,OUT046,3989.339610342853
FDK57,OUT049,2032.5833018115588
FDF41,OUT010,569.2112281916716
FDV21,OUT046,2052.3730559180894
FDD51,OUT046,780.3701256683376
FDF33,OUT046,1657.9940113080302
FDA38,OUT046,3877.1002306199325
FDR56,OUT045,3080.762190622051
NCN41,OUT017,1999.5722395835944
FDC60,OUT027,2613.2810710829585
FDB47,OUT045,3572.4214870483956
DRH01,OUT013,2823.7183113842325
FDW08,OUT046,1645.7982627154806
FDF38,OUT027,1005.7573160749816
FDY32,OUT017,2539.3106914731807
FDG34,OUT049,1652.4224236439345
FDG47,OUT019,569.2962038988383
NCF18,OUT035,3024.2031796417123
FDL39,OUT019,449.14913628473283
NCH55,OUT035,2027.504587446698
DRJ35,OUT049,981.2787895964659
FDS44,OUT035,3897.6098472175263
DRE01,OUT018,3586.682767530305
FDY39,OUT013,3119.1773757904384
FDY32,OUT018,2461.283819336677
FDR33,OUT027,2936.0205109925773
NCP50,OUT049,1297.659251478371
FDZ47,OUT018,1539.897864556369
FDU57,OUT049,2457.5560595640404
FDY44,OUT013,3076.8901137804683
DRH59,OUT018,1138.2988087117164
FDB03,OUT027,5839.033547965494
FDY46,OUT045,3040.408724824358
FDM39,OUT045,2876.5602943221456
FDY36,OUT035,1147.3720994964037
NCM55,OUT035,3113.3594740269396
FDJ50,OUT010,131.48026469528463
DRL60,OUT013,2416.1940422313655
NCJ54,OUT049,3854.7593471375776
FDX59,OUT017,590.9035174168215
FDI07,OUT013,3116.9678388344314
DRF51,OUT010,131.48026469528463
FDM14,OUT017,1656.1175778413485
FDP21,OUT045,3095.8034579468617
FDE40,OUT035,1050.8136714988802
FDE05,OUT035,2505.5190529785414
FDM13,OUT027,3003.694785356338
FDC34,OUT027,4156.834002835808
NCI55,OUT018,2000.7901801995456
NCE43,OUT018,2664.9319167075987
FDW58,OUT018,1628.7672043339553
FDG60,OUT045,3891.810853940181
FDV31,OUT017,2843.4938822043514
FDR47,OUT013,3020.0001885925794
FDM60,OUT019,131.48026469528463
NCF06,OUT018,3871.902631060755
NCN26,OUT027,2949.0852031886648
FDQ59,OUT049,1360.1109995710563
FDF09,OUT046,631.546629018405
NCS06,OUT017,4132.424240418887
FDT44,OUT046,1965.7638257533017
FDI19,OUT017,4011.1309162213174
FDT22,OUT017,940.596686656269
NCF54,OUT027,4265.005753025353
DRG25,OUT045,3108.151946537527
FDB59,OUT017,3006.8272983423153
FDQ37,OUT017,3010.5990899980156
FDP56,OUT035,757.6066088544907
FDW44,OUT035,2870.191740431613
FDJ26,OUT010,571.6535792657817
FDU43,OUT018,3639.0767120771798
FDW33,OUT045,1645.5469163625075
NCX53,OUT027,3144.29077507452
FDN56,OUT010,367.7783023020383
DRF15,OUT049,2500.057085845012
FDO33,OUT017,1905.6882120260693
FDZ39,OUT010,240.16534485216874
NCJ19,OUT017,877.8546638431329
FDU01,OUT035,3042.225856328522
FDT12,OUT035,3886.2054380360164
NCM18,OUT018,1018.5856854284237
FDP19,OUT017,2014.497645879558
NCR42,OUT049,626.9929075583096
FDN10,OUT046,1981.6976618734143
FDG44,OUT017,872.7851108721666
FDQ10,OUT046,2856.535576594203
DRH13,OUT049,1641.876805394608
FDT52,OUT013,3848.489537483686
FDM56,OUT045,1725.2987396347608
NCO43,OUT010,241.4025987094233
NCV29,OUT035,2913.3126290197624
NCF06,OUT013,4151.837421502487
FDO50,OUT035,1417.704001356393
FDT59,OUT013,3783.240451825608
FDX40,OUT027,995.9756927032495
FDE50,OUT017,3026.0591791665543
FDX51,OUT017,3087.502518690444
NCD30,OUT018,1539.1007670638649
FDK15,OUT013,1627.641329399714
FDL12,OUT045,989.8000605434593
FDK46,OUT017,4195.662924926043
DRH49,OUT010,165.57746951500798
FDQ57,OUT046,2462.2226225252048
FDY59,OUT017,1455.4160744508818
FDO09,OUT018,3800.681792120493
NCG30,OUT035,2011.6236221351242
FDM09,OUT017,2734.0303983167664
NCN17,OUT027,2847.5466938008813
NCS42,OUT013,1424.3440613587923
FDD02,OUT019,276.87702180975157
FDE34,OUT013,3116.634076943814
FDU38,OUT045,3096.2167813227034
FDB33,OUT046,2583.4027192701137
NCJ29,OUT017,1361.2901460215453
FDZ27,OUT035,757.6066088544907
FDI40,OUT013,1572.9266405856688
FDG22,OUT013,690.8800872966428
FDT51,OUT017,1743.3492793756047
FDF20,OUT018,3000.1507785643785
FDV50,OUT035,2001.4920786358614
FDT02,OUT049,625.0700909183911
DRC49,OUT017,2444.5176126681213
FDF26,OUT049,2458.105985638618
FDV52,OUT035,1946.645040760674
FDX59,OUT049,625.3181083538078
FDV25,OUT035,3828.7048476901155
FDW23,OUT027,1005.1414267808888
FDE53,OUT018,1628.7672043339553
FDA19,OUT017,2017.036035749137
FDH22,OUT046,2045.2133182158373
NCO41,OUT013,1554.5597431238514
FDX12,OUT017,4026.1625534638047
FDF17,OUT013,3064.0677810236434
FDS11,OUT045,3787.813983096925
FDR51,OUT035,2490.2588841717807
FDT49,OUT010,242.69269728419565
FDC56,OUT013,1996.3172078068026
FDR13,OUT027,2947.266284924096
FDQ60,OUT035,1985.5997899738816
FDN38,OUT049,3915.704514877887
NCL29,OUT013,2498.0401489193873
FDO13,OUT027,4248.374867695952
FDE26,OUT018,2352.213193748018
FDA31,OUT010,416.2605500898595
FDX14,OUT035,1152.200927619979
FDA34,OUT045,2874.7307100342623
FDF26,OUT013,2427.278870102563
FDE38,OUT045,2667.7151750649773
DRI11,OUT046,1939.7755176954463
FDQ60,OUT027,2949.0852031886648
FDL21,OUT027,1006.070759799721
DRC12,OUT027,5727.047974898148
FDC47,OUT046,3701.2593088834997
FDE57,OUT045,2044.2973955835146
FDT14,OUT045,1982.144753741232
NCZ53,OUT046,3104.2315812847182
FDE28,OUT018,3582.120994259835
FDR19,OUT035,2498.3133318248288
NCF54,OUT019,418.5148469166614
FDZ08,OUT046,1331.4264282384795
NCJ05,OUT018,2446.845351354091
FDF59,OUT046,2053.8687320924673
NCO05,OUT035,1622.7888393100843
FDW24,OUT018,755.9406612206828
NCX42,OUT018,2565.0236015547694
NCA53,OUT035,757.6066088544907
FDI45,OUT019,421.9610486859252
FDG46,OUT046,1899.4791490114337
FDM20,OUT010,568.2547575609536
FDW11,OUT010,131.8251694664422
FDX08,OUT035,2976.457443735965
NCK17,OUT035,617.8758371714683
FDK32,OUT018,2437.660704591709
NCA42,OUT035,2578.398152594832
DRI01,OUT035,2825.648175036013
NCL55,OUT049,4020.316336511831
DRE25,OUT018,1481.8346533125266
FDD14,OUT017,3044.3745576169645
FDB10,OUT046,3926.386745323708
DRN11,OUT035,2472.8959954513675
FDP38,OUT018,761.1843096891764
NCA30,OUT017,3027.8032521422724
FDT15,OUT017,3116.9209772216786
NCP55,OUT018,895.2982818778179
FDF12,OUT035,2474.474896044556
FDM21,OUT018,3840.0030095709967
FDX56,OUT035,3425.3976692569004
FDF10,OUT017,2512.2025726582915
FDT32,OUT045,3017.2570319522433
FDM51,OUT018,1619.5148662047493
NCR50,OUT018,2456.5514024055997
FDI19,OUT049,3971.9654780401493
FDX21,OUT017,1648.826692702449
FDR31,OUT035,2487.1845193512218
FDY02,OUT013,4079.4763172384464
NCA29,OUT045,2852.8646296409675
NCX17,OUT046,3745.85570048426
FDM12,OUT045,3065.864672943962
FDI53,OUT027,4233.792654956537
NCU30,OUT049,2592.5059278239405
FDC56,OUT027,2968.1046978124027
FDK27,OUT018,1998.597472141385
NCK18,OUT017,2693.9985578157625
FDB52,OUT019,568.8909665686482
DRG25,OUT027,5194.332327145208
FDZ13,OUT049,816.7700812308233
FDB57,OUT019,570.9012475372072
FDR40,OUT046,1348.936752871966
NCO14,OUT019,131.48026469528463
NCN19,OUT045,3085.181670107296
FDQ28,OUT019,370.3067780334617
FDO13,OUT018,2473.8184892918202
FDK48,OUT013,1383.1595956292315
FDU07,OUT018,2388.6644046655774
FDW20,OUT046,2084.5676227555796
FDV12,OUT010,240.79666379985667
FDH24,OUT013,2554.701441998722
FDV59,OUT049,3682.3133637235915
FDK57,OUT045,1985.1994433626317
FDL16,OUT027,1079.482474676571
NCQ17,OUT046,2491.7484496896377
FDJ15,OUT018,3024.746422050636
FDX24,OUT049,1451.194792098471
FDT47,OUT046,1538.5119819574702
FDT10,OUT049,986.1637367571013
FDZ37,OUT018,1364.382183769409
FDW43,OUT027,5840.855117928703
DRN36,OUT017,1522.802361380863
FDJ14,OUT045,1291.8908056362982
FDA32,OUT013,3590.6684493407392
FDJ38,OUT019,505.0019118416436
FDQ57,OUT017,2462.942865825237
NCQ41,OUT019,511.9779867687638
FDG56,OUT049,952.6571697648916
DRC13,OUT027,2995.0192979219228
FDV55,OUT035,2513.7780524554446
FDQ49,OUT045,2598.1535632561777
FDE29,OUT010,131.6230071893593
FDR03,OUT013,3346.828953718559
FDD45,OUT049,1451.2509212662317
FDN38,OUT010,571.2215091602307
FDT56,OUT046,974.7905919715502
FDT48,OUT045,3153.3647498708424
FDU03,OUT049,3027.709456999904
FDC56,OUT010,267.6973745998227
NCO43,OUT027,2840.6607125453556
FDQ27,OUT017,1641.7348651247005
FDR03,OUT046,3412.29644131205
DRH23,OUT010,131.48026469528463
FDG22,OUT045,621.6962707427671
NCJ42,OUT013,1646.9259341489762
FDR24,OUT046,1383.9573662613486
FDW60,OUT035,2887.2895647875325
FDJ08,OUT013,3084.073532300007
DRL59,OUT018,798.0765666944997
FDG60,OUT010,570.1413298540856
FDW27,OUT017,2480.0990720146874
FDX14,OUT018,1290.6283230687156
FDC20,OUT013,1031.4991916257998
NCS29,OUT018,3838.9354855371294
FDJ56,OUT046,1620.850679093577
FDB20,OUT019,157.47662111466525
FDL28,OUT027,5840.445008966415
FDW01,OUT018,2423.685595057476
FDL03,OUT046,3015.9899034687346
FDX22,OUT049,3604.679513647474
FDJ21,OUT035,2527.386605178751
FDR31,OUT045,2479.9437711718624
FDG21,OUT035,2537.035832376704
FDS22,OUT027,1009.8985089372638
FDK08,OUT035,1573.0302898001385
FDE17,OUT018,2431.448468426957
NCN30,OUT017,1531.1108945568412
FDT50,OUT046,1544.2603640452446
NCX42,OUT049,2592.1208112228906
FDJ12,OUT035,3605.7110900218872
NCA18,OUT027,2949.0852031886648
FDP23,OUT019,567.9164151312161
FDX12,OUT013,3910.456664377794
FDN40,OUT018,2373.226862345565
FDV48,OUT035,1286.0245268034228
NCY54,OUT013,2838.1017280371425
FDL16,OUT010,131.48026469528463
FDR45,OUT018,3688.473199960325
FDJ52,OUT046,2564.993308691136
DRG01,OUT017,1276.045792434953
FDP52,OUT013,3842.509922828721
FDU58,OUT017,3121.0891659685603
FDL02,OUT045,1647.7295600416578
FDG28,OUT013,3966.2944937859866
FDA19,OUT035,2011.779869429719
FDW46,OUT027,1429.4240436162481
NCD43,OUT049,1642.9214687352232
DRG39,OUT013,880.4376372757586
NCF55,OUT049,626.9929075583096
FDJ07,OUT046,1996.4005634499636
FDE08,OUT046,2499.557904380119
FDP56,OUT019,131.48026469528463
FDT45,OUT045,843.51703603699
FDF17,OUT018,3004.0230105815485
FDX44,OUT046,1373.2239568123632
FDM28,OUT027,4847.416410572574
FDI36,OUT049,3122.608761556655
FDS07,OUT045,1913.5830247321014
FDD36,OUT045,1960.3659983222578
FDW11,OUT046,1045.5614155264943
FDN40,OUT049,2453.757190761872
NCQ18,OUT049,1547.30530523295
NCQ54,OUT017,2717.511686049914
NCS42,OUT045,1423.7489489042114
DRH39,OUT010,152.15292047075133
FDC09,OUT027,2850.621694069183
FDT08,OUT010,368.5246565944568
FDC08,OUT035,3772.7516316625006
FDT20,OUT017,591.5492759183012
FDS35,OUT035,1062.0991273934635
FDX58,OUT018,3040.6774679773325
FDW58,OUT046,1647.6284203801717
DRD27,OUT046,1570.6025789551595
FDH32,OUT019,236.62939136033813
FDS26,OUT035,4108.328909126288
FDQ31,OUT046,1369.8068742445498
FDP11,OUT018,3405.1448958896385
FDD58,OUT017,1572.4208417733896
FDM33,OUT045,3691.981513319895
FDZ16,OUT049,3097.680129610859
NCS29,OUT010,571.2215091602307
NCM18,OUT019,131.6230071893593
FDP11,OUT049,3630.4104945212707
NCC42,OUT017,2052.1960184825416
DRM23,OUT046,2820.603157834923
NCN55,OUT027,5840.445008966415
FDK46,OUT013,4191.0437398631775
FDR01,OUT046,3132.0639962570685
NCA05,OUT045,2531.34229797328
NCP43,OUT017,2873.378397877079
FDR12,OUT010,389.1456888567545
FDQ01,OUT013,3979.931246227681
FDM13,OUT046,2057.089404038939
FDQ19,OUT017,4025.5749585051235
FDK56,OUT019,492.82434611569164
NCX06,OUT010,465.8266641797501
FDO56,OUT027,2949.0852031886648
FDU45,OUT045,1837.94418533316
FDI16,OUT019,131.48026469528463
FDL32,OUT046,1939.0964283053095
FDA07,OUT046,2039.1396653430454
FDA14,OUT045,2520.601198586449
FDV46,OUT027,3009.9499280908285
NCO07,OUT035,3630.1337461179232
NCP41,OUT046,1649.1587304104314
FDY60,OUT018,2051.830614709098
FDN38,OUT017,3932.265974568927
FDO15,OUT046,1196.640811857552
FDT60,OUT013,2001.6204704773502
FDA55,OUT035,3792.526912522171
FDE02,OUT010,229.79367997301887
DRJ39,OUT049,3699.7538219929747
FDV34,OUT035,1136.289338357254
FDS20,OUT027,5180.20105978466
FDF02,OUT027,2850.621694069183
FDW40,OUT017,2137.782244264836
NCB43,OUT046,3048.6015670561364
FDR58,OUT017,1386.05370467294
DRJ59,OUT035,617.2568398724201
NCD30,OUT017,1570.1008195615336
FDE14,OUT017,1551.9560809004051
FDC28,OUT018,1628.9658663825164
FDU16,OUT018,1336.8325989150212
NCD19,OUT035,875.2663501648692
FDU21,OUT046,631.5324807168306
FDV59,OUT027,5842.266578929624
FDU03,OUT045,3050.3629768822475
FDC33,OUT010,558.4093893810739
NCR42,OUT035,598.0119061908415
DRH59,OUT035,1153.369419696771
NCM31,OUT035,2050.838883531162
FDS50,OUT035,3793.520980785212
FDP39,OUT046,897.8969839390988
FDQ55,OUT013,1972.8269306732764
FDV36,OUT019,280.2459104249793
FDI05,OUT027,2019.0436846197754
FDS45,OUT027,2886.3662647683745
FDA39,OUT045,623.6536788874414
FDC37,OUT010,249.26522863183354
FDJ60,OUT027,4258.581464201711
DRQ35,OUT046,2041.1659182191977
NCJ06,OUT046,2031.9295886672114
NCY42,OUT018,2387.9583645281687
DRM37,OUT049,3123.2461238856545
FDR14,OUT045,795.9454493552091
FDE51,OUT049,674.8450465301771
FDT33,OUT017,2667.764591007701
FDR08,OUT013,1841.4619389152183
FDE36,OUT010,386.7334515610966
FDL22,OUT019,231.32090688738845
FDR44,OUT013,2036.4948806969815
FDI56,OUT019,215.04406378972354
FDE47,OUT010,274.7847543173423
FDV27,OUT010,208.05384363887632
FDV10,OUT049,650.5869367391579
FDC40,OUT045,1282.3192846619525
NCX41,OUT013,3548.1632582386223
NCQ38,OUT027,2853.6217771993597
FDV12,OUT027,2846.93077612683
FDE52,OUT017,1370.4046359861136
FDG20,OUT027,4428.838882541427
FDV16,OUT027,995.9756927032495
FDI32,OUT017,1907.139285752276
FDJ32,OUT049,999.7633816887932
FDN39,OUT018,2656.866788490123
FDY34,OUT017,2712.8574241484143
FDC14,OUT035,617.2712033798603
FDA55,OUT017,3811.8124119736726
FDZ50,OUT010,462.00597775889963
DRG13,OUT049,2612.869997995418
FDP01,OUT013,2477.09321988546
NCG54,OUT017,2867.2063148438097
FDM13,OUT045,2016.711852929846
NCO18,OUT027,4807.640689434236
NCW41,OUT013,2509.136259883038
FDM52,OUT027,4031.047874061589
NCF55,OUT035,598.0119061908415
FDT09,OUT046,2108.383788887384
NCM19,OUT035,1730.2709756321033
FDW12,OUT018,2391.8078513247983
FDP15,OUT019,569.2554157390813
FDK36,OUT045,762.550150157402
FDZ25,OUT035,2872.2026615188825
NCW06,OUT049,3099.4108280946734
FDW60,OUT046,2919.660104216473
DRC49,OUT013,2413.7038632960644
NCT17,OUT035,3104.8617993361427
NCN06,OUT018,2486.573709004837
FDC45,OUT013,2805.6622582027285
DRJ47,OUT019,415.18244688675355
NCF06,OUT045,4168.948269851346
FDE21,OUT010,269.3525006375565
DRG27,OUT013,711.0753850661395
FDW40,OUT049,2090.7396598588507
NCO53,OUT046,3104.120328791874
FDE23,OUT049,678.8529383509796
FDQ16,OUT046,1654.2044319748502
FDS26,OUT045,4100.736958680263
FDZ13,OUT010,131.48026469528463
FDS14,OUT049,2466.916964710974
FDC10,OUT045,1935.9434479171903
FDY16,OUT049,3093.115315098632
FDJ20,OUT035,2000.8586524334667
FDV43,OUT035,622.829597804534
FDZ32,OUT027,2859.7012223236843
FDR23,OUT046,2848.797658350252
FDN24,OUT035,841.9239302415084
FDE34,OUT027,5166.829901049178
FDU31,OUT013,3569.358664829338
FDW33,OUT018,1629.1788362251527
FDU26,OUT046,1951.0077967311195
FDE20,OUT027,4261.434923156348
NCW05,OUT035,1647.7555773665601
FDB22,OUT018,2373.7444732654576
FDO56,OUT046,1944.0842206876996
FDA19,OUT027,3003.694785356338
DRI39,OUT045,879.1916906952881
FDH52,OUT018,961.8799784075422
FDZ50,OUT035,3134.8482370312877
NCN42,OUT035,2542.273724560688
FDB53,OUT013,2464.1860903921597
DRG11,OUT017,1655.6159576678776
DRK11,OUT027,4038.270942539758
FDQ60,OUT017,1987.9870158909978
FDT36,OUT017,591.1320466074826
DRG25,OUT018,3036.09955792633
DRJ23,OUT046,3038.2653164389594
FDG05,OUT035,2568.3350630965965
NCK06,OUT018,1991.0283224482503
FDU52,OUT017,2456.7448922616663
FDW07,OUT018,1363.0943064235928
NCM17,OUT045,661.525302227574
FDA22,OUT045,2714.9302328314843
NCA41,OUT018,2985.471872154573
FDF38,OUT035,617.528362260396
FDH52,OUT046,1071.1502279293686
FDY58,OUT019,568.6872901246337
FDZ16,OUT045,3063.082164345971
NCM18,OUT017,994.507653398407
FDA22,OUT018,2561.936953997116
NCJ43,OUT035,2870.0373961869545
FDI34,OUT027,5839.033547965494
FDG56,OUT046,1064.5877444900973
FDS34,OUT046,1950.232790750342
DRC01,OUT035,760.9660722031454
FDQ04,OUT035,614.5940223022452
FDK04,OUT035,877.8161762404329
FDT51,OUT049,1718.309039013763
FDV26,OUT017,3022.744052732157
FDS04,OUT049,2085.9725597317047
FDW43,OUT018,3552.0941171908253
FDQ28,OUT010,370.3676762896971
NCK06,OUT017,2028.4248660852982
FDS23,OUT018,1974.9403536016873
FDZ36,OUT019,495.19231747327007
FDE56,OUT018,1019.8332053545147
FDW10,OUT027,4415.7577746045
NCN14,OUT045,3038.7992250575203
NCQ18,OUT045,1558.153818809558
FDW08,OUT017,1646.2252673363005
FDU43,OUT035,3951.7368373658023
FDR33,OUT010,249.26522863183354
FDM24,OUT010,367.43198493229664
NCZ05,OUT046,1648.462404591887
NCV41,OUT035,1836.287923277372
FDV11,OUT018,2760.0591635160295
NCY05,OUT035,598.3200099723998
FDV44,OUT018,3034.4015574568184
FDW32,OUT049,1335.5671255819004
NCU18,OUT027,3127.4929366256424
NCC43,OUT035,3973.5621748218955
FDW19,OUT013,1727.99978992183
FDN31,OUT035,3108.304864595332
FDI48,OUT045,770.3668223998119
FDS24,OUT017,1381.4106912909701
FDF46,OUT049,1937.985190068122
DRG23,OUT017,2450.06792575524
FDG14,OUT018,2393.766616552172
NCY30,OUT049,2936.6932875242246
FDO28,OUT018,1950.0812230375193
DRD24,OUT035,2063.152602828768
FDI33,OUT049,1376.8970416269826
FDN32,OUT046,3094.5427339618495
FDR16,OUT045,3702.5797391605743
FDF26,OUT046,2470.890627114293
NCN29,OUT018,754.0294707623484
FDE20,OUT045,2777.3038910742034
FDA46,OUT046,3120.622951257633
FDU28,OUT045,3031.020029363184
FDQ48,OUT045,1571.958573933385
FDV36,OUT013,2059.7035794967906
FDR14,OUT018,850.5314435839567
FDP23,OUT017,3701.8258895621384
FDP56,OUT013,842.3966700785115
FDK48,OUT010,152.4739491232576
FDR48,OUT046,2472.3352219350504
NCY29,OUT049,898.036020806928
FDM22,OUT018,851.1952291832791
DRJ01,OUT013,2503.2154579660964
FDZ43,OUT045,3965.077447518644
FDV03,OUT035,2537.1979199319408
FDX11,OUT027,5035.349691782559
NCA41,OUT027,5741.060981911477
FDE38,OUT017,2659.9898821909114
FDI27,OUT018,743.0782808337233
FDN32,OUT013,3070.5599923663476
NCN43,OUT017,2037.0012746991606
FDB47,OUT027,5834.964236239224
FDV03,OUT017,2519.0538151126316
NCN30,OUT045,1557.7863280530028
NCV54,OUT010,271.75034645783603
FDV07,OUT013,1672.1905911135234
FDP07,OUT049,3058.909077510259
FDK48,OUT018,1118.539163801531
FDM15,OUT019,367.43198493229664
FDY19,OUT027,2948.4692855146145
FDK46,OUT046,4201.546259583777
FDY11,OUT045,1061.2772968760014
FDH09,OUT046,848.2957635760156
FDO08,OUT027,4254.9608437758325
FDU14,OUT013,4106.322152115262
FDD22,OUT027,2937.688835251151
FDM27,OUT017,2563.848756010634
FDL02,OUT027,2868.5735577634523
NCA17,OUT035,2537.1949587023946
FDE38,OUT019,386.1066152775282
NCG07,OUT049,3125.8828200185612
DRC27,OUT013,3855.640991371743
FDA27,OUT035,4111.889577619455
FDW40,OUT045,2059.075096837457
DRI11,OUT013,1923.3679659807228
FDN50,OUT046,1506.5254191983136
FDR12,OUT046,2865.2144360853267
FDT34,OUT027,2852.626025281435
FDW11,OUT035,984.070106712605
